order_id,order_date,ship_mode,segment,region,category,sales,quantity,profit
CA-2015-130113,2015-12-27,Standard Class,Corporate,West,Technology,668.16,9,75.1679999999999
CA-2015-130183,2015-11-13,Standard Class,Consumer,Central,Furniture,613.9992,3,-18.0588
CA-2015-130204,2015-09-03,Standard Class,Corporate,West,Office Supplies,31.44,3,8.4888
CA-2015-130204,2015-09-03,Standard Class,Corporate,West,Technology,17.9,2,3.401
CA-2015-130204,2015-09-03,Standard Class,Corporate,West,Technology,129.45,5,46.602
CA-2015-130218,2015-03-23,First Class,Consumer,South,Office Supplies,31.56,4,14.202
CA-2015-130218,2015-03-23,First Class,Consumer,South,Office Supplies,27.92,4,0.558399999999999
CA-2015-130253,2015-12-14,Standard Class,Home Office,West,Furniture,15.24,3,5.1816
CA-2015-130365,2015-04-25,Standard Class,Consumer,Central,Office Supplies,221.024,2,-55.256
CA-2015-130365,2015-04-25,Standard Class,Consumer,Central,Furniture,128.058,3,-23.7822
CA-2015-130456,2015-08-21,Standard Class,Corporate,West,Furniture,586.398,6,34.494
CA-2015-130456,2015-08-21,Standard Class,Corporate,West,Office Supplies,80.98,1,3.2392
CA-2015-130554,2015-04-07,First Class,Home Office,East,Office Supplies,11.736,3,1.0269
CA-2015-130610,2015-07-05,Standard Class,Home Office,Central,Office Supplies,19,5,8.93
CA-2015-130659,2015-12-04,Second Class,Consumer,East,Office Supplies,17.94,3,8.7906
CA-2015-130659,2015-12-04,Second Class,Consumer,East,Furniture,384.174,7,29.8802
CA-2015-130659,2015-12-04,Second Class,Consumer,East,Technology,1799.75,5,539.925
CA-2015-130736,2015-12-07,First Class,Consumer,West,Office Supplies,3.96,2,0
CA-2015-130736,2015-12-07,First Class,Consumer,West,Office Supplies,2.61,1,1.2006
CA-2015-130785,2015-09-05,Standard Class,Consumer,West,Furniture,411.332,4,-4.8392
CA-2015-130785,2015-09-05,Standard Class,Consumer,West,Office Supplies,28.752,6,9.7038
CA-2015-130785,2015-09-05,Standard Class,Consumer,West,Furniture,293.199,3,-20.6964
CA-2015-130792,2015-04-28,Standard Class,Consumer,Central,Office Supplies,8.652,3,-20.3322
CA-2015-130792,2015-04-28,Standard Class,Consumer,Central,Office Supplies,23.832,3,2.6811
CA-2015-130792,2015-04-28,Standard Class,Consumer,Central,Office Supplies,12.176,4,-18.8728
CA-2015-130848,2015-10-25,Same Day,Corporate,West,Furniture,582.336,8,-29.1168
CA-2015-130855,2015-12-29,Standard Class,Consumer,East,Office Supplies,6.36,2,0.0636000000000001
CA-2015-130876,2015-05-12,Second Class,Consumer,East,Office Supplies,36.63,3,9.8901
CA-2015-130883,2015-09-26,Standard Class,Consumer,West,Office Supplies,141.76,5,47.844
CA-2015-130883,2015-09-26,Standard Class,Consumer,West,Technology,239.8,5,47.96
CA-2015-130883,2015-09-26,Standard Class,Consumer,West,Office Supplies,31.104,6,10.8864
CA-2015-130890,2015-11-02,Standard Class,Consumer,West,Furniture,1038.84,5,51.942
CA-2015-130974,2015-11-27,Second Class,Home Office,East,Office Supplies,40.08,6,19.2384
CA-2015-130974,2015-11-27,Second Class,Home Office,East,Office Supplies,59.94,3,28.1718
CA-2015-130974,2015-11-27,Second Class,Home Office,East,Technology,259.98,2,88.3932
CA-2015-130974,2015-11-27,Second Class,Home Office,East,Furniture,170.98,1,32.4862
CA-2015-130974,2015-11-27,Second Class,Home Office,East,Furniture,38.97,3,4.6764
CA-2015-130974,2015-11-27,Second Class,Home Office,East,Office Supplies,154.9,5,69.705
CA-2015-130974,2015-11-27,Second Class,Home Office,East,Furniture,446.068,4,0
CA-2015-130995,2015-11-01,Standard Class,Corporate,East,Technology,4.95,1,1.3365
CA-2015-131072,2015-11-05,Same Day,Consumer,West,Office Supplies,98.352,3,35.6526
CA-2015-131128,2015-10-19,First Class,Consumer,East,Office Supplies,34.44,3,17.22
CA-2015-131338,2015-08-09,First Class,Consumer,East,Technology,307.98,2,89.3142
CA-2015-131338,2015-08-09,First Class,Consumer,East,Furniture,382.806,9,-153.1224
CA-2015-131338,2015-08-09,First Class,Consumer,East,Office Supplies,41.96,2,2.9372
CA-2015-131338,2015-08-09,First Class,Consumer,East,Office Supplies,1217.568,2,456.588
CA-2015-131338,2015-08-09,First Class,Consumer,East,Furniture,47.04,3,18.3456
CA-2015-131338,2015-08-09,First Class,Consumer,East,Furniture,6.16,2,2.9568
CA-2015-131338,2015-08-09,First Class,Consumer,East,Technology,979.95,5,274.386
CA-2015-131338,2015-08-09,First Class,Consumer,East,Office Supplies,143.7,3,68.976
CA-2015-131338,2015-08-09,First Class,Consumer,East,Office Supplies,10.65,3,5.0055
CA-2015-131338,2015-08-09,First Class,Consumer,East,Technology,247.8,4,34.692
CA-2015-131352,2015-10-08,Standard Class,Corporate,Central,Furniture,72.78,3,-70.9605
CA-2015-131422,2015-11-05,Standard Class,Corporate,South,Furniture,207,3,25.875
CA-2015-131457,2015-10-31,Standard Class,Corporate,West,Office Supplies,14.28,7,6.7116
CA-2015-131534,2015-03-28,Standard Class,Consumer,West,Technology,166.24,1,24.936
CA-2015-131534,2015-03-28,Standard Class,Consumer,West,Office Supplies,33.4,5,16.032
CA-2015-131597,2015-09-14,Standard Class,Corporate,West,Furniture,170.136,3,-8.5068
CA-2015-131758,2015-05-28,Standard Class,Consumer,East,Office Supplies,47.82,3,14.346
CA-2015-131758,2015-05-28,Standard Class,Consumer,East,Office Supplies,13.05,5,6.003
CA-2015-131779,2015-06-12,Standard Class,Consumer,East,Office Supplies,29.9,5,5.083
CA-2015-131856,2015-05-12,Standard Class,Consumer,Central,Furniture,21.968,4,-15.9268
CA-2015-131856,2015-05-12,Standard Class,Consumer,Central,Technology,619.152,6,69.6546
CA-2015-131856,2015-05-12,Standard Class,Consumer,Central,Office Supplies,127.904,7,41.5688
CA-2015-131884,2015-12-06,Same Day,Consumer,East,Technology,485.94,2,-89.089
CA-2015-131884,2015-12-06,Same Day,Consumer,East,Office Supplies,37.376,8,4.672
CA-2015-131884,2015-12-06,Same Day,Consumer,East,Furniture,70.686,1,-24.2352
CA-2015-132080,2015-08-22,First Class,Corporate,East,Office Supplies,50.112,6,16.2864
CA-2015-132101,2015-03-19,Standard Class,Home Office,West,Technology,453.576,3,39.6879
CA-2015-132136,2015-03-08,Standard Class,Consumer,Central,Office Supplies,8.568,3,-14.5656
CA-2015-132276,2015-02-23,Standard Class,Home Office,East,Office Supplies,26.88,6,6.72
CA-2015-132276,2015-02-23,Standard Class,Home Office,East,Office Supplies,10.896,2,3.8136
CA-2015-132318,2015-10-30,First Class,Consumer,South,Office Supplies,182.91,3,53.0439
CA-2015-132374,2015-02-22,Second Class,Home Office,Central,Office Supplies,79.36,4,20.6336
CA-2015-132388,2015-10-10,First Class,Corporate,West,Furniture,362.136,3,-54.3204
CA-2015-132388,2015-10-10,First Class,Corporate,West,Office Supplies,31.05,3,14.904
CA-2015-132465,2015-09-11,Second Class,Corporate,East,Furniture,210.68,2,50.5632
CA-2015-132465,2015-09-11,Second Class,Corporate,East,Office Supplies,78.8,1,1.57600000000001
CA-2015-132465,2015-09-11,Second Class,Corporate,East,Technology,19.99,1,6.7966
CA-2015-132465,2015-09-11,Second Class,Corporate,East,Office Supplies,772.68,4,108.1752
CA-2015-132486,2015-10-23,Second Class,Consumer,West,Technology,148.32,9,63.7776
CA-2015-132486,2015-10-23,Second Class,Consumer,West,Furniture,240.784,1,27.0882
CA-2015-132486,2015-10-23,Second Class,Consumer,West,Furniture,191.968,7,16.7972
CA-2015-132486,2015-10-23,Second Class,Consumer,West,Office Supplies,11.56,2,5.6644
CA-2015-132486,2015-10-23,Second Class,Consumer,West,Office Supplies,11.8,4,5.664
CA-2015-132486,2015-10-23,Second Class,Consumer,West,Furniture,842.352,3,42.1176
CA-2015-132507,2015-07-30,Second Class,Corporate,Central,Office Supplies,61.792,4,6.1792
CA-2015-132570,2015-10-31,Second Class,Consumer,East,Office Supplies,2.78,2,0.7228
CA-2015-132570,2015-10-31,Second Class,Consumer,East,Office Supplies,79.96,2,35.982
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Office Supplies,15.8,4,5.056
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Technology,464.97,3,209.2365
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Furniture,181.96,2,20.0156
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Office Supplies,12.39,3,5.6994
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Office Supplies,84.09,3,42.045
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Office Supplies,79.36,4,32.5376
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Office Supplies,153.36,9,70.5456
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Office Supplies,43.68,6,21.4032
CA-2015-132626,2015-07-09,Standard Class,Consumer,East,Office Supplies,98.21,7,28.4809
CA-2015-132633,2015-02-03,Second Class,Corporate,West,Office Supplies,12.144,3,4.0986
CA-2015-132815,2015-09-19,Second Class,Corporate,West,Office Supplies,22.96,2,11.2504
CA-2015-132906,2015-09-10,Standard Class,Consumer,West,Office Supplies,51.52,4,1.5456
CA-2015-132941,2015-05-25,First Class,Corporate,Central,Office Supplies,22.368,2,1.6776
CA-2015-132941,2015-05-25,First Class,Corporate,Central,Office Supplies,32.368,7,11.7334
CA-2015-132941,2015-05-25,First Class,Corporate,Central,Technology,207.984,2,36.3972
CA-2015-132948,2015-03-27,Standard Class,Consumer,West,Office Supplies,83.7,5,3.348
CA-2015-133025,2015-09-17,Second Class,Home Office,West,Office Supplies,32.4,5,15.552
CA-2015-133242,2015-06-18,Standard Class,Consumer,South,Furniture,60.84,3,19.4688
CA-2015-133242,2015-06-18,Standard Class,Consumer,South,Office Supplies,450.04,2,58.5052
CA-2015-133242,2015-06-18,Standard Class,Consumer,South,Office Supplies,34.6,2,16.608
CA-2015-133242,2015-06-18,Standard Class,Consumer,South,Technology,467.97,3,140.391
CA-2015-133242,2015-06-18,Standard Class,Consumer,South,Office Supplies,33.02,2,15.8496
CA-2015-133396,2015-08-13,First Class,Corporate,South,Office Supplies,64.68,7,8.085
CA-2015-133445,2015-10-05,Standard Class,Consumer,West,Furniture,66.294,1,-103.8606
CA-2015-133445,2015-10-05,Standard Class,Consumer,West,Furniture,291.168,4,-14.5584
CA-2015-133452,2015-04-13,Standard Class,Consumer,West,Technology,199.96,4,69.986
CA-2015-133452,2015-04-13,Standard Class,Consumer,West,Furniture,710.832,3,-97.7394
CA-2015-133494,2015-03-01,Standard Class,Consumer,East,Office Supplies,3.552,2,0.444
CA-2015-133536,2015-03-28,Second Class,Consumer,East,Office Supplies,22.92,3,11.2308
CA-2015-133585,2015-03-01,First Class,Corporate,Central,Office Supplies,55.328,2,6.2244
CA-2015-133585,2015-03-01,First Class,Corporate,Central,Furniture,1227.9984,6,-36.1176
CA-2015-133627,2015-05-31,Standard Class,Home Office,East,Furniture,22.2,6,9.102
CA-2015-133837,2015-04-13,Standard Class,Consumer,West,Office Supplies,10.744,1,0.8058
CA-2015-133977,2015-09-06,Second Class,Home Office,South,Office Supplies,3.444,1,-2.5256
CA-2015-134075,2015-12-12,Standard Class,Consumer,West,Furniture,166.5,3,21.645
CA-2015-134075,2015-12-12,Standard Class,Consumer,West,Office Supplies,360.38,2,93.6988
CA-2015-134082,2015-12-11,Standard Class,Home Office,West,Office Supplies,110.528,4,38.6848
CA-2015-134117,2015-12-17,Second Class,Consumer,West,Office Supplies,204.85,5,53.261
CA-2015-134117,2015-12-17,Second Class,Consumer,West,Technology,135.984,2,16.998
CA-2015-134117,2015-12-17,Second Class,Consumer,West,Office Supplies,16.4,5,7.052
CA-2015-134117,2015-12-17,Second Class,Consumer,West,Office Supplies,92.96,2,31.374
CA-2015-134201,2015-04-10,Standard Class,Home Office,East,Office Supplies,142.04,4,38.3508
CA-2015-134201,2015-04-10,Standard Class,Home Office,East,Office Supplies,14.67,3,6.0147
CA-2015-134257,2015-03-16,Second Class,Consumer,South,Office Supplies,491.55,5,240.8595
CA-2015-134257,2015-03-16,Second Class,Consumer,South,Office Supplies,7.38,2,3.3948
CA-2015-134719,2015-10-10,Standard Class,Consumer,South,Office Supplies,1801.632,6,-337.806
CA-2015-134747,2015-10-12,Second Class,Consumer,Central,Technology,135.72,3,35.2872
CA-2015-134747,2015-10-12,Second Class,Consumer,Central,Office Supplies,12.56,2,5.652
CA-2015-134747,2015-10-12,Second Class,Consumer,Central,Technology,263.96,4,71.2692
CA-2015-134782,2015-12-27,Standard Class,Consumer,South,Office Supplies,105.42,2,51.6558
CA-2015-134859,2015-10-04,Standard Class,Home Office,East,Furniture,64.944,3,6.4944
CA-2015-134859,2015-10-04,Standard Class,Home Office,East,Office Supplies,20.736,4,7.2576
CA-2015-134894,2015-12-07,Standard Class,Consumer,South,Office Supplies,152.94,3,41.2938
CA-2015-134894,2015-12-07,Standard Class,Consumer,South,Furniture,283.92,4,70.98
CA-2015-134922,2015-11-07,Standard Class,Corporate,East,Office Supplies,24.4,2,7.93
CA-2015-134943,2015-12-05,First Class,Home Office,Central,Office Supplies,152.8,5,76.4
CA-2015-134992,2015-09-22,Second Class,Home Office,South,Office Supplies,32.4,5,15.552
CA-2015-134992,2015-09-22,Second Class,Home Office,South,Furniture,47.98,2,11.0354
CA-2015-135020,2015-05-28,Standard Class,Consumer,East,Technology,45.99,1,13.3371
CA-2015-135020,2015-05-28,Standard Class,Consumer,East,Office Supplies,535.41,3,160.623
CA-2015-135020,2015-05-28,Standard Class,Consumer,East,Office Supplies,6.096,2,2.0574
CA-2015-135020,2015-05-28,Standard Class,Consumer,East,Office Supplies,45.36,7,21.7728
CA-2015-135174,2015-04-30,Second Class,Consumer,East,Technology,1022.97,5,-255.7425
CA-2015-135251,2015-08-06,Standard Class,Corporate,Central,Office Supplies,35.52,3,13.32
CA-2015-135251,2015-08-06,Standard Class,Corporate,Central,Office Supplies,6.23,5,-9.6565
CA-2015-135251,2015-08-06,Standard Class,Corporate,Central,Office Supplies,56.704,2,19.1376
CA-2015-135251,2015-08-06,Standard Class,Corporate,Central,Furniture,369.1992,3,-114.0174
CA-2015-135272,2015-12-07,Standard Class,Consumer,West,Furniture,79.92,4,28.7712
CA-2015-135314,2015-07-09,Second Class,Consumer,East,Technology,269.982,3,40.4973
CA-2015-135363,2015-03-28,Standard Class,Consumer,East,Office Supplies,15.552,3,5.4432
CA-2015-135363,2015-03-28,Standard Class,Consumer,East,Office Supplies,5.232,1,1.7004
CA-2015-135391,2015-02-09,Second Class,Corporate,Central,Office Supplies,40.096,4,13.5324
CA-2015-135391,2015-02-09,Second Class,Corporate,Central,Furniture,40.784,2,-30.588
CA-2015-135489,2015-09-19,Second Class,Consumer,East,Technology,279.86,14,134.3328
CA-2015-135510,2015-09-05,Standard Class,Home Office,South,Furniture,67.96,4,12.2328
CA-2015-135538,2015-12-24,Standard Class,Corporate,West,Furniture,883.84,4,99.4319999999999
CA-2015-135545,2015-11-24,Standard Class,Consumer,West,Technology,13.98,2,6.1512
CA-2015-135545,2015-11-24,Standard Class,Consumer,West,Office Supplies,25.824,6,9.3612
CA-2015-135545,2015-11-24,Standard Class,Consumer,West,Office Supplies,146.73,3,68.9631
CA-2015-135545,2015-11-24,Standard Class,Consumer,West,Furniture,79.76,4,22.3328
CA-2015-135580,2015-12-30,Standard Class,Consumer,West,Office Supplies,68.52,3,31.5192
CA-2015-135580,2015-12-30,Standard Class,Consumer,West,Office Supplies,74.94,3,14.2386
CA-2015-135580,2015-12-30,Standard Class,Consumer,West,Technology,2548.56,6,286.713
CA-2015-135580,2015-12-30,Standard Class,Consumer,West,Office Supplies,271.44,3,122.148
CA-2015-135580,2015-12-30,Standard Class,Consumer,West,Technology,287.88,3,35.985
CA-2015-135622,2015-12-08,Second Class,Home Office,Central,Office Supplies,360.712,11,130.7581
CA-2015-135622,2015-12-08,Second Class,Home Office,Central,Technology,1718.4,6,150.36
CA-2015-135685,2015-11-16,Second Class,Home Office,Central,Office Supplies,179.82,9,84.5154
CA-2015-135685,2015-11-16,Second Class,Home Office,Central,Furniture,185.58,6,76.0878
CA-2015-135685,2015-11-16,Second Class,Home Office,Central,Furniture,214.11,3,36.3987
CA-2015-135685,2015-11-16,Second Class,Home Office,Central,Technology,999.96,4,229.9908
CA-2015-135685,2015-11-16,Second Class,Home Office,Central,Furniture,653.55,3,111.1035
CA-2015-135727,2015-05-11,Second Class,Home Office,West,Furniture,191.968,7,16.7972
CA-2015-135853,2015-12-11,First Class,Consumer,Central,Technology,175.23,11,61.3305
CA-2015-135853,2015-12-11,First Class,Consumer,Central,Technology,125.99,1,31.4975
CA-2015-135853,2015-12-11,First Class,Consumer,Central,Office Supplies,23,2,10.35
CA-2015-136105,2015-06-12,Standard Class,Home Office,Central,Office Supplies,24.56,2,6.8768
CA-2015-136147,2015-11-13,Standard Class,Consumer,South,Office Supplies,121.104,6,-100.92
CA-2015-136147,2015-11-13,Standard Class,Consumer,South,Technology,111.96,5,-1.3995
CA-2015-136196,2015-11-28,Standard Class,Consumer,East,Furniture,322.59,3,64.518
CA-2015-136224,2015-05-31,Same Day,Consumer,South,Office Supplies,10.272,3,1.1556
CA-2015-136378,2015-04-02,Standard Class,Corporate,Central,Office Supplies,9.156,3,-13.734
CA-2015-136420,2015-11-20,First Class,Corporate,West,Office Supplies,89.696,4,33.636
CA-2015-136420,2015-11-20,First Class,Corporate,West,Office Supplies,50.12,4,23.5564
CA-2015-136469,2015-07-11,First Class,Corporate,East,Furniture,199.836,4,-37.1124
CA-2015-136469,2015-07-11,First Class,Corporate,East,Technology,716,2,193.32
CA-2015-136469,2015-07-11,First Class,Corporate,East,Office Supplies,221.06,7,103.8982
CA-2015-136658,2015-09-10,Standard Class,Consumer,East,Office Supplies,6.08,2,2.0672
CA-2015-136700,2015-12-06,Second Class,Corporate,West,Office Supplies,8.96,2,4.3904
CA-2015-136728,2015-09-13,Second Class,Consumer,Central,Office Supplies,7.824,1,2.934
CA-2015-136728,2015-09-13,Second Class,Consumer,Central,Furniture,170.072,4,-12.148
CA-2015-136735,2015-07-26,Standard Class,Consumer,West,Office Supplies,167.86,2,78.8942
CA-2015-136798,2015-05-08,Standard Class,Consumer,Central,Office Supplies,43.98,2,21.99
CA-2015-136798,2015-05-08,Standard Class,Consumer,Central,Technology,377.97,3,105.8316
CA-2015-136798,2015-05-08,Standard Class,Consumer,Central,Furniture,123.96,3,11.1564
CA-2015-136805,2015-05-23,Second Class,Home Office,Central,Office Supplies,850.5,5,245.7
CA-2015-136805,2015-05-23,Second Class,Home Office,Central,Furniture,75.33,9,19.5858
CA-2015-137064,2015-02-06,Standard Class,Consumer,Central,Office Supplies,2.934,3,-4.9878
CA-2015-137064,2015-02-06,Standard Class,Consumer,Central,Technology,18.528,2,4.4004
CA-2015-137064,2015-02-06,Standard Class,Consumer,Central,Office Supplies,670.752,3,-125.766
CA-2015-137071,2015-12-20,First Class,Home Office,Central,Technology,100.8,2,21.42
CA-2015-137106,2015-03-31,Standard Class,Corporate,South,Technology,79.96,5,27.986
CA-2015-137113,2015-12-01,Second Class,Home Office,West,Furniture,2003.92,5,125.245
CA-2015-137113,2015-12-01,Second Class,Home Office,West,Office Supplies,32.4,5,15.552
CA-2015-137113,2015-12-01,Second Class,Home Office,West,Furniture,1913.4,9,401.814
CA-2015-137113,2015-12-01,Second Class,Home Office,West,Office Supplies,146.73,3,2.9346
CA-2015-137113,2015-12-01,Second Class,Home Office,West,Office Supplies,114.2,5,52.532
CA-2015-137225,2015-12-15,Standard Class,Home Office,East,Office Supplies,3.28,1,1.4104
CA-2015-137281,2015-06-13,Standard Class,Corporate,South,Office Supplies,6.48,1,3.1104
CA-2015-137302,2015-04-26,Standard Class,Corporate,West,Furniture,63.936,3,6.3936
CA-2015-137302,2015-04-26,Standard Class,Corporate,West,Office Supplies,59.52,3,15.4752
CA-2015-137302,2015-04-26,Standard Class,Corporate,West,Technology,311.976,3,38.997
CA-2015-137302,2015-04-26,Standard Class,Corporate,West,Office Supplies,50.352,3,17.6232
CA-2015-137512,2015-05-07,Standard Class,Consumer,Central,Furniture,244.006,2,-31.3722
CA-2015-137512,2015-05-07,Standard Class,Consumer,Central,Office Supplies,15.936,4,5.3784
CA-2015-137526,2015-01-13,Standard Class,Consumer,West,Office Supplies,70.008,3,24.5028
CA-2015-137526,2015-01-13,Standard Class,Consumer,West,Furniture,77.6,4,38.024
CA-2015-137526,2015-01-13,Standard Class,Consumer,West,Furniture,464.85,9,92.97
CA-2015-137603,2015-09-19,Standard Class,Home Office,West,Office Supplies,8.4,5,2.184
CA-2015-137708,2015-11-22,Second Class,Consumer,West,Office Supplies,37.94,2,18.2112
CA-2015-137708,2015-11-22,Second Class,Consumer,West,Office Supplies,42.8,10,19.26
CA-2015-137708,2015-11-22,Second Class,Consumer,West,Office Supplies,33.63,3,10.089
CA-2015-137750,2015-06-25,Standard Class,Consumer,West,Furniture,204.85,5,57.358
CA-2015-137897,2015-11-14,Standard Class,Corporate,East,Technology,37.6,2,2.256
CA-2015-137897,2015-11-14,Standard Class,Corporate,East,Technology,59.9,2,23.96
CA-2015-137897,2015-11-14,Standard Class,Corporate,East,Office Supplies,37,5,16.65
CA-2015-137925,2015-11-30,Standard Class,Consumer,East,Office Supplies,23.66,7,10.8836
CA-2015-137925,2015-11-30,Standard Class,Consumer,East,Furniture,681.408,12,42.588
CA-2015-137946,2015-09-01,Second Class,Consumer,West,Office Supplies,4.752,1,1.6038
CA-2015-137946,2015-09-01,Second Class,Consumer,West,Technology,959.984,2,335.9944
CA-2015-137946,2015-09-01,Second Class,Consumer,West,Office Supplies,14.368,4,4.49
CA-2015-137974,2015-04-16,First Class,Consumer,South,Technology,569.64,2,148.1064
CA-2015-137974,2015-04-16,First Class,Consumer,South,Office Supplies,9.14,1,4.57
CA-2015-137974,2015-04-16,First Class,Consumer,South,Furniture,1196.86,7,119.686
CA-2015-137974,2015-04-16,First Class,Consumer,South,Furniture,523.26,9,125.5824
CA-2015-138002,2015-09-06,Standard Class,Home Office,West,Office Supplies,6.096,2,2.1336
CA-2015-138002,2015-09-06,Standard Class,Home Office,West,Furniture,191.82,3,74.8098
CA-2015-138009,2015-11-29,Standard Class,Corporate,Central,Furniture,301.96,2,87.5684
CA-2015-138009,2015-11-29,Standard Class,Corporate,Central,Office Supplies,555.21,5,178.901
CA-2015-138009,2015-11-29,Standard Class,Corporate,Central,Office Supplies,523.48,4,130.87
CA-2015-138009,2015-11-29,Standard Class,Corporate,Central,Office Supplies,161.82,9,46.9278
CA-2015-138219,2015-03-23,Standard Class,Corporate,West,Office Supplies,33.36,4,16.68
CA-2015-138331,2015-08-07,Standard Class,Consumer,East,Office Supplies,106.8,10,10.68
CA-2015-138457,2015-09-13,Standard Class,Consumer,South,Office Supplies,13.092,4,-10.0372
CA-2015-138485,2015-02-27,Second Class,Consumer,West,Technology,538.92,9,80.838
CA-2015-138492,2015-05-15,Standard Class,Corporate,East,Office Supplies,51.968,2,-10.3936
CA-2015-138534,2015-07-17,Second Class,Consumer,West,Furniture,195.466,2,-13.7976
CA-2015-138625,2015-11-02,First Class,Consumer,South,Office Supplies,197.72,4,55.3616
CA-2015-138674,2015-11-14,First Class,Corporate,West,Office Supplies,8.72,5,2.289
CA-2015-138674,2015-11-14,First Class,Corporate,West,Technology,91.176,3,4.55879999999999
CA-2015-138674,2015-11-14,First Class,Corporate,West,Technology,159.968,4,29.994
CA-2015-138898,2015-05-25,Standard Class,Consumer,West,Office Supplies,845.728,13,84.5727999999999
CA-2015-138954,2015-11-15,First Class,Corporate,East,Office Supplies,70.95,3,20.5755
CA-2015-138954,2015-11-15,First Class,Corporate,East,Office Supplies,34.944,6,11.7936
CA-2015-138954,2015-11-15,First Class,Corporate,East,Office Supplies,119.04,6,35.712
CA-2015-139094,2015-11-22,Standard Class,Home Office,Central,Furniture,206.962,2,-32.5226
CA-2015-139164,2015-06-23,Standard Class,Consumer,West,Technology,217.584,2,19.0386
CA-2015-139164,2015-06-23,Standard Class,Consumer,West,Office Supplies,5.43,3,1.7919
CA-2015-139164,2015-06-23,Standard Class,Consumer,West,Technology,143.976,3,8.99850000000001
CA-2015-139248,2015-07-25,Standard Class,Consumer,West,Technology,623.96,5,38.9975
CA-2015-139290,2015-10-26,Standard Class,Corporate,West,Office Supplies,5.76,2,2.6496
CA-2015-139374,2015-09-10,Standard Class,Corporate,Central,Furniture,179.886,1,-2.5698
CA-2015-139584,2015-08-24,Standard Class,Corporate,East,Furniture,284.364,2,-75.8304
CA-2015-139584,2015-08-24,Standard Class,Corporate,East,Technology,26,2,11.7
CA-2015-139731,2015-10-15,Same Day,Consumer,Central,Technology,263.88,3,42.8805
CA-2015-139731,2015-10-15,Same Day,Consumer,Central,Furniture,2453.43,5,-350.49
CA-2015-139738,2015-09-25,Standard Class,Consumer,Central,Office Supplies,128.744,7,12.8744
CA-2015-139780,2015-12-31,Second Class,Corporate,Central,Office Supplies,116.4,8,52.38
CA-2015-139850,2015-06-12,Standard Class,Consumer,East,Office Supplies,20.736,4,7.2576
CA-2015-139850,2015-06-12,Standard Class,Consumer,East,Furniture,43.296,2,4.3296
CA-2015-139962,2015-12-13,Standard Class,Home Office,East,Office Supplies,19.44,3,9.3312
CA-2015-139962,2015-12-13,Standard Class,Home Office,East,Office Supplies,37.88,2,18.94
CA-2015-140025,2015-04-07,Standard Class,Consumer,Central,Office Supplies,463.248,8,-1181.2824
CA-2015-140025,2015-04-07,Standard Class,Consumer,Central,Technology,383.952,6,47.994
CA-2015-140144,2015-06-20,Second Class,Corporate,West,Furniture,257.64,6,100.4796
CA-2015-140144,2015-06-20,Second Class,Corporate,West,Technology,125.976,3,47.241
CA-2015-140221,2015-03-05,Second Class,Consumer,Central,Office Supplies,11.212,2,-16.818
CA-2015-140221,2015-03-05,Second Class,Consumer,Central,Furniture,4.712,2,-1.8848
CA-2015-140221,2015-03-05,Second Class,Consumer,Central,Office Supplies,180.98,5,-470.548
CA-2015-140221,2015-03-05,Second Class,Consumer,Central,Office Supplies,60.416,2,6.0416
CA-2015-140375,2015-10-02,Second Class,Consumer,East,Office Supplies,19.44,3,9.3312
CA-2015-140375,2015-10-02,Second Class,Consumer,East,Office Supplies,7.38,1,3.6162
CA-2015-140410,2015-11-03,Standard Class,Home Office,West,Technology,1212.848,7,106.1242
CA-2015-140410,2015-11-03,Standard Class,Home Office,West,Technology,89.97,3,37.7874
CA-2015-140410,2015-11-03,Standard Class,Home Office,West,Furniture,42.6,3,16.614
CA-2015-140557,2015-09-07,Standard Class,Home Office,East,Technology,559.93,7,167.979
CA-2015-140718,2015-07-02,First Class,Corporate,South,Technology,74.24,1,8.35199999999999
CA-2015-140718,2015-07-02,First Class,Corporate,South,Furniture,159.84,10,45.954
CA-2015-140718,2015-07-02,First Class,Corporate,South,Office Supplies,2.892,2,-2.3136
CA-2015-140718,2015-07-02,First Class,Corporate,South,Office Supplies,9.392,2,3.2872
CA-2015-140830,2015-11-30,Second Class,Home Office,South,Office Supplies,17.48,2,8.2156
CA-2015-140830,2015-11-30,Second Class,Home Office,South,Office Supplies,71.88,2,32.346
CA-2015-140921,2015-02-03,First Class,Consumer,Central,Furniture,28.4,2,11.076
CA-2015-140921,2015-02-03,First Class,Consumer,Central,Technology,149.97,3,50.9898
CA-2015-140984,2015-09-14,Standard Class,Consumer,East,Office Supplies,991.2,6,257.712
CA-2015-140984,2015-09-14,Standard Class,Consumer,East,Technology,879.984,2,329.994
CA-2015-140984,2015-09-14,Standard Class,Consumer,East,Office Supplies,12.96,9,4.536
CA-2015-141012,2015-06-09,Second Class,Consumer,West,Furniture,355.36,4,92.3936
